index,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
647,Maruti Suzuki,S-Presso,Lxi (O),"4,15,000",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,,,21.4 km/litre,,726 kg,5,,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,,,Yes,,,,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2380 mm,,,,Not on offer,,,,,Internal,,,,Yes,,Not on offer,,,,,,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,,,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,,2,11.0:1,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Maruti Suzuki,S-Presso,Vxi,"4,32,500",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,,,21.7 km/litre,,726 kg,5,,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,,,Yes,Only Front Windows,,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2380 mm,,,,USB & Aux-in,,Yes,,Yes,Internal,,,Yes,Yes,,Not on offer,Yes,,,,Yes,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,Yes,,1170 kg,Driver frontal airbag,Yes,Yes,,Yes,1,11.0:1,,,,Rear sensors,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Maruti Suzuki,S-Presso,Vxi (O),"4,38,500",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,,,21.7 km/litre,,726 kg,5,,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,,,Yes,Only Front Windows,,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2380 mm,,,,USB & Aux-in,,Yes,,Yes,Internal,,,Yes,Yes,,Not on offer,Yes,,,,Yes,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,Yes,,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2,11.0:1,,,,Rear sensors,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Maruti Suzuki,S-Presso,Vxi Ags,"4,75,500",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,,,21.7 km/litre,,726 kg,5,,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,,,Yes,Only Front Windows,,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,AMT,2380 mm,,,,USB & Aux-in,,Yes,,Yes,Internal,,,Yes,Yes,,Not on offer,Yes,,,,Yes,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,Yes,,1170 kg,Driver frontal airbag,Yes,Yes,,,1,11.0:1,,,,Rear sensors,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Maruti Suzuki,S-Presso,Vxi+,"4,56,000",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,,,21.7 km/litre,,726 kg,5,,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,,,Electric Power,All Windows,,Remote,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,"Analog, Digital",Yes,5,Fabric,Manual,2380 mm,,,Yes,USB & Aux-in,Yes,Yes,,Yes,Internal,,,Yes,Yes,Digital,Front,Yes,Front,,,Yes,Internal,Analog,Manual,Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,Yes,,,Yes,Yes,,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2,11.0:1,,,,Rear sensors,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Maruti Suzuki,S-Presso,Vxi (O) Ags,"4,81,500",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,,,21.7 km/litre,,726 kg,5,,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,,,Yes,Only Front Windows,,Yes,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,AMT,2380 mm,,,,USB & Aux-in,,Yes,,Yes,Internal,,,Yes,Yes,,Not on offer,Yes,,,,Yes,Internal,Analog,Manual,Analog,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,Yes,,Yes,,,,Yes,Yes,,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2,11.0:1,,,,Rear sensors,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Maruti Suzuki,S-Presso,Vxi+ Ags,"4,99,000",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27 litres,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5,,,21.7 km/litre,,726 kg,5,,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,,,Electric Power,All Windows,,Remote,67PS@5500rpm,90Nm@3500rpm,Digital,Digital,Digital,Yes,5,Fabric,AMT,2380 mm,,,Yes,USB & Aux-in,Yes,Yes,,Yes,Internal,,,Yes,Yes,Digital,Front,Yes,,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Normal,Yes,Yes,,Yes,,,,Yes,Yes,,1170 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2,11.0:1,,,,Rear sensors,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Maruti Suzuki,Celerio,Lxi,"4,26,289",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,23 km/litre,,23.1 km/litre,,810 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,,,Electric Power,,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2425 mm,,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Manual,235 litres,,,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,Yes,,1250 kg,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Maruti Suzuki,Celerio,Vxi,"4,65,138",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,,810 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,,,Electric Power,All Windows,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2425 mm,,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Manual,235 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,Yes,,1250 kg,,Yes,,,,,11.0:1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Maruti Suzuki,Celerio,Vxi At,"5,08,138",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,,810 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,,,Electric Power,All Windows,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2425 mm,,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Manual,235 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,,Yes,,1250 kg,,Yes,,,,,11.0:1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Maruti Suzuki,Celerio,Zxi,"4,90,924",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,,810 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,,,Electric Power,All Windows,,Remote,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425 mm,,,,CD Player with USB & Aux-in,Yes,,2 years /40000 Kms (years/distance whichever comes first),Yes,Manual,235 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,,Yes,,1250 kg,Driver frontal airbag,Yes,,Yes,,1,,Rake,,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Maruti Suzuki,Celerio,Zxi (Opt),"5,31,279",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,,810 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,,,Electric Power,All Windows,,Remote,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425 mm,,,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Manual,235 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,,1350 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,,2,11.0:1,Rake,,,,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
659,Maruti Suzuki,Celerio,Vxi Cng Mt,"5,30,000",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,CNG,1560 mm,3600 mm,1600 mm,Hatchback,5,,,,31.79 km/kg,810 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,,,Electric Power,All Windows,,,59PS@6000rpm,78Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2425 mm,,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Manual,235 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,Yes,,1250 kg,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Maruti Suzuki,Celerio,Zxi Ags,"5,33,924",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,,830 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,,,Electric Power,All Windows,,Remote,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2425 mm,,,,CD Player with USB & Aux-in,Yes,,2 years /40000 Kms (years/distance whichever comes first),Yes,Manual,235 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,,Yes,,1250 kg,Driver frontal airbag,Yes,,Yes,,1,11.0:1,Rake,,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Maruti Suzuki,Celerio,Lxi Mt (O),"4,34,659",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,23 km/litre,,23.1 km/litre,,830 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,,,Electric Power,,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2425 mm,,,,Not on offer,,Yes,2 years /40000 Kms (years/distance whichever comes first),,Manual,235 litres,,,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,1250 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,,2,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Maruti Suzuki,Celerio,Vxi (O) Mt,"4,72,257",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,,810 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,,,Electric Power,All Windows,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2425 mm,,,,Not on offer,,Yes,2 years /40000 Kms (years/distance whichever comes first),,Manual,235 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,1250 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,,2,11.0:1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Maruti Suzuki,Celerio,Vxi (O) Ags,"5,15,257",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,,810 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,,,Electric Power,All Windows,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2425 mm,,,,Not on offer,,Yes,2 years /40000 Kms (years/distance whichever comes first),,Manual,235 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,,1250 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,,2,11.0:1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Maruti Suzuki,Celerio,Zxi (O) Ags,"5,43,279",998,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5,23 km/litre,22 km/litre,23.1 km/litre,,830 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,,,Electric Power,All Windows,,Remote,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2425 mm,,,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,Manual,235 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,1250 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,,2,11.0:1,Rake,,,,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
665,Hyundai,Grand I10 Prime,Era T Crdi,"5,51,530",1120,3,4,FWD (Front Wheel Drive),,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1520 mm,3765 mm,1660 mm,Hatchback,5,24 km/litre,24 km/litre,,,,5,,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,,,Electric Power,,,,71PS@4000rpm,16.3Nm@1500-2750RPM,Yes,Yes,Yes,,5,Fabric,Manual,2425 mm,,,Yes,Not on offer,,Yes,,,Internal,256 litres,,,Yes,,Not on offer,,Front & Rear,,,,Internal,Yes,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,,,,,,Yes,,,Yes,,Yes,Yes,,,,2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,"Chrome Radiator Grille Wraparound Clear Lens Headlamps & Tail Lamps, Bumpers Tubeless Tyres",Rear sensors with camera,,,,,,,,Yes,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
666,Hyundai,Grand I10 Prime,Era T+ Crdi,"5,68,930",1120,3,4,FWD (Front Wheel Drive),,BS IV,"Front, Transverse",Injection,43 litres,Diesel,1520 mm,3765 mm,1660 mm,Hatchback,5,24 km/litre,24 km/litre,,,,5,,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,,,Electric Power,Only Front Windows,,,71PS@4000rpm,16.3Nm@1500-2750RPM,Yes,Yes,Yes,Yes,5,Fabric,Manual,2425 mm,,,,Not on offer,,Yes,,,Internal,256 litres,,Yes,Yes,,Not on offer,Yes,Front & Rear,Yes,,,Internal,Yes,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,,,,,,,,Driver frontal airbag,Yes,,Yes,Yes,1,,,2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,"Chrome Radiator Grille Wraparound Clear Lens Headlamps & Tail Lamps, Bumpers Tubeless Tyres",Rear sensors with camera,,,,,,,,Yes,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
667,Hyundai,Grand I10 Prime,Era T Vtvt,"4,60,369",1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Petrol,1520 mm,3765 mm,1660 mm,Hatchback,5,18.9 km/litre,19.77 km/litre,19.77 km/litre,,1003 kg,5,165 mm,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,,,Electric Power,Only Front Windows,,,83PS@6000rpm,114Nm@4000rpm,Analog,Analog,Analog,Yes,5,Fabric,Manual,2425 mm,,,Yes,Not on offer,,,2 years / Unlimited Kms,,Internal,256 litres,,,Yes,,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,,,,1042 kg,Driver frontal airbag,Yes,,Yes,Yes,1,,,2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,"Chrome Radiator Grille Wraparound Clear Lens Headlamps & Tail Lamps, Bumpers Tubeless Tyres",,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
668,Hyundai,Grand I10 Prime,Era T+ Vtvt,"4,77,511",1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Petrol,1520 mm,3765 mm,1660 mm,Hatchback,5,18.9 km/litre,19.77 km/litre,19.77 km/litre,,1003 kg,5,165 mm,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,,,Electric Power,Only Front Windows,,,83PS@6000rpm,114Nm@4000rpm,Analog,Analog,Analog,Yes,5,Fabric,Manual,2425 mm,,,Yes,Not on offer,,,2 years / Unlimited Kms,,Internal,256 litres,,,Yes,,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,,,,1042 kg,Driver frontal airbag,Yes,,Yes,Yes,1,,,2-Tone Beige & Black Interior Key Colour Blue Interior Illumination Front & Rear Door Mapping Pockets Front Room Lamp,"Chrome Radiator Grille Wraparound Clear Lens Headlamps & Tail Lamps, Bumpers Tubeless Tyres",,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
